"","bacon","chips","french_fries","fried_chicken","grilled_cheese","hot_dog","mac_and_cheese","onion_ring","sausage","cake","chocolate_candy","cinnamon_roll","cookie","crepe","doughnut","ice_cream","muffin","pie","bean","broccoli","cauliflower","mushroom","potato","rice","soup","squash","tomato","apple","candy_cane","gummy_bear","jelly_bean","pineapple","popsicle","raspberry","strawberry","watermelon"
"muffin",0.338709677419355,0.396825396825397,0.338983050847458,0.439393939393939,0.538461538461538,0.393939393939394,0.318181818181818,0.369230769230769,0.317460317460317,0.833333333333333,0.682539682539683,0.888888888888889,0.815384615384615,0.784615384615385,0.803030303030303,0.580645161290323,1,0.714285714285714,0.253731343283582,0.109375,0.09375,0.0952380952380952,0.140625,0.278688524590164,0.169230769230769,0.125,0.0634920634920635,0.136363636363636,0.311475409836066,0.358208955223881,0.272727272727273,0.215384615384615,0.28125,0.25,0.230769230769231,0.158730158730159
"pie",0.230769230769231,0.242424242424242,0.194029850746269,0.203125,0.245901639344262,0.359375,0.246153846153846,0.292307692307692,0.206349206349206,0.828125,0.4,0.737704918032787,0.619047619047619,0.734375,0.619047619047619,0.553846153846154,0.714285714285714,1,0.26865671641791,0.166666666666667,0.147058823529412,0.183333333333333,0.174603174603175,0.142857142857143,0.169230769230769,0.203125,0.354838709677419,0.412698412698413,0.390625,0.4375,0.373134328358209,0.383333333333333,0.484375,0.666666666666667,0.5,0.317460317460317
"bean",0.338709677419355,0.225806451612903,0.258064516129032,0.265625,0.242424242424242,0.225806451612903,0.353846153846154,0.272727272727273,0.430769230769231,0.0923076923076923,0.393939393939394,0.161290322580645,0.209677419354839,0.136363636363636,0.138461538461538,0.131147540983607,0.253731343283582,0.26865671641791,1,0.476923076923077,0.484375,0.430769230769231,0.484375,0.615384615384615,0.587301587301587,0.354838709677419,0.423728813559322,0.279411764705882,0.147058823529412,0.238095238095238,0.396825396825397,0.266666666666667,0.153846153846154,0.359375,0.26984126984127,0.359375
"broccoli",0.153846153846154,0.142857142857143,0.123076923076923,0.166666666666667,0.107692307692308,0.121212121212121,0.164179104477612,0.106060606060606,0.153846153846154,0.0625,0.0151515151515151,0.0625,0.0793650793650794,0.153846153846154,0.0793650793650794,0.03125,0.109375,0.166666666666667,0.476923076923077,1,0.850746268656716,0.901639344262295,0.704918032786885,0.46875,0.584615384615385,0.828125,0.793650793650794,0.692307692307692,0.015625,0.0461538461538461,0.0454545454545454,0.584615384615385,0.0454545454545454,0.593220338983051,0.584615384615385,0.629032258064516
"cauliflower",0.140625,0.0757575757575758,0.15625,0.164179104477612,0.134328358208955,0.106060606060606,0.184615384615385,0.169230769230769,0.1875,0.104477611940298,0.0294117647058824,0.0461538461538461,0.0454545454545454,0.0735294117647058,0.106060606060606,0.164179104477612,0.09375,0.147058823529412,0.484375,0.850746268656716,1,0.876923076923077,0.615384615384615,0.515151515151515,0.5,0.793650793650794,0.6875,0.651515151515151,0.0606060606060606,0.0597014925373134,0.0158730158730159,0.630769230769231,0.03125,0.5,0.454545454545455,0.546875
"mushroom",0.184615384615385,0.078125,0.106060606060606,0.242424242424242,0.161290322580645,0.161290322580645,0.34375,0.292307692307692,0.290322580645161,0.138461538461538,0.0163934426229508,0.0461538461538461,0.158730158730159,0.0491803278688525,0.0909090909090909,0.0952380952380952,0.0952380952380952,0.183333333333333,0.430769230769231,0.901639344262295,0.876923076923077,1,0.757575757575758,0.553846153846154,0.430769230769231,0.787878787878788,0.716417910447761,0.53968253968254,0.0597014925373134,0.0597014925373134,0.0483870967741935,0.590163934426229,0.0615384615384615,0.546875,0.523809523809524,0.415384615384615
"potato",0.261538461538461,0.639344262295082,0.507936507936508,0.403225806451613,0.328358208955224,0.318181818181818,0.508196721311475,0.409090909090909,0.447761194029851,0.15,0.126984126984127,0.112903225806452,0.121212121212121,0.21875,0.206349206349206,0.0454545454545454,0.140625,0.174603174603175,0.484375,0.704918032786885,0.615384615384615,0.757575757575758,1,0.453125,0.449275362318841,0.754098360655738,0.698412698412698,0.645161290322581,0.078125,0.03125,0.109375,0.387096774193548,0.0163934426229508,0.4,0.380952380952381,0.384615384615385
"rice",0.353846153846154,0.307692307692308,0.447761194029851,0.4375,0.388059701492537,0.328358208955224,0.584615384615385,0.444444444444444,0.403225806451613,0.153846153846154,0.0298507462686567,0.292307692307692,0.215384615384615,0.164179104477612,0.174603174603175,0.193548387096774,0.278688524590164,0.142857142857143,0.615384615384615,0.46875,0.515151515151515,0.553846153846154,0.453125,1,0.808823529411765,0.484375,0.317460317460317,0.19047619047619,0.0147058823529411,0.136363636363636,0.134328358208955,0.181818181818182,0.0327868852459017,0.174603174603175,0.171875,0.121212121212121
"soup",0.380952380952381,0.234375,0.303030303030303,0.390625,0.383333333333333,0.378787878787879,0.686567164179104,0.3125,0.373134328358209,0.0757575757575758,0.0158730158730159,0.171875,0.134328358208955,0.274193548387097,0.0909090909090909,0.032258064516129,0.169230769230769,0.169230769230769,0.587301587301587,0.584615384615385,0.5,0.430769230769231,0.449275362318841,0.808823529411765,1,0.622950819672131,0.5,0.205882352941177,0.046875,0.225806451612903,0.112903225806452,0.260869565217391,0.0793650793650794,0.140625,0.114754098360656,0.238805970149254
"squash",0.183333333333333,0.145161290322581,0.257575757575758,0.126984126984127,0.17910447761194,0.203125,0.317460317460317,0.212121212121212,0.2,0.09375,0.0327868852459017,0.0615384615384615,0.0769230769230769,0.2,0.078125,0,0.125,0.203125,0.354838709677419,0.828125,0.793650793650794,0.787878787878788,0.754098360655738,0.484375,0.622950819672131,1,0.825396825396825,0.621212121212121,0.015625,0.107692307692308,0.121212121212121,0.761194029850746,0.107692307692308,0.555555555555556,0.578125,0.59375
"tomato",0.164179104477612,0.0625,0.171875,0.153846153846154,0.1875,0.125,0.123076923076923,0.138461538461538,0.19672131147541,0.164179104477612,0.123076923076923,0.0806451612903226,0.0625,0.169230769230769,0.0597014925373134,0.0153846153846153,0.0634920634920635,0.354838709677419,0.423728813559322,0.793650793650794,0.6875,0.716417910447761,0.698412698412698,0.317460317460317,0.5,0.825396825396825,1,0.733333333333333,0.171875,0.140625,0.0769230769230769,0.629032258064516,0.193548387096774,0.709677419354839,0.848484848484849,0.709677419354839
"apple",0.0793650793650794,0.0895522388059702,0.0806451612903226,0.0606060606060606,0.107692307692308,0.0476190476190477,0.123076923076923,0.0952380952380952,0.0793650793650794,0.208955223880597,0.0967741935483871,0.169230769230769,0.09375,0.264705882352941,0.09375,0.0491803278688525,0.136363636363636,0.412698412698413,0.279411764705882,0.692307692307692,0.651515151515151,0.53968253968254,0.645161290322581,0.19047619047619,0.205882352941177,0.621212121212121,0.733333333333333,1,0.164179104477612,0.107692307692308,0.181818181818182,0.875,0.171875,0.91044776119403,0.863636363636364,0.815384615384615
"candy_cane",0.169230769230769,0.147540983606557,0.206349206349206,0.123076923076923,0.125,0.138461538461538,0.0923076923076923,0.153846153846154,0.0769230769230769,0.5,0.75,0.388059701492537,0.477611940298508,0.328125,0.634920634920635,0.553846153846154,0.311475409836066,0.390625,0.147058823529412,0.015625,0.0606060606060606,0.0597014925373134,0.078125,0.0147058823529411,0.046875,0.015625,0.171875,0.164179104477612,1,0.803030303030303,0.738461538461539,0.140625,0.787878787878788,0.203125,0.358208955223881,0.206349206349206
"gummy_bear",0.209677419354839,0.317460317460317,0.257575757575758,0.0793650793650794,0.245901639344262,0.125,0.0634920634920635,0.212121212121212,0.161290322580645,0.46969696969697,0.611940298507463,0.417910447761194,0.46875,0.317460317460317,0.508474576271186,0.555555555555556,0.358208955223881,0.4375,0.238095238095238,0.0461538461538461,0.0597014925373134,0.0597014925373134,0.03125,0.136363636363636,0.225806451612903,0.107692307692308,0.140625,0.107692307692308,0.803030303030303,1,0.9375,0.184615384615385,0.676470588235294,0.261538461538461,0.174603174603175,0.222222222222222
"jelly_bean",0.131147540983607,0.439393939393939,0.184615384615385,0.158730158730159,0.112903225806452,0.171875,0.166666666666667,0.203125,0.109375,0.492063492063492,0.639344262295082,0.343283582089552,0.507462686567164,0.378787878787879,0.6,0.560606060606061,0.272727272727273,0.373134328358209,0.396825396825397,0.0454545454545454,0.0158730158730159,0.0483870967741935,0.109375,0.134328358208955,0.112903225806452,0.121212121212121,0.0769230769230769,0.181818181818182,0.738461538461539,0.9375,1,0.153846153846154,0.646153846153846,0.363636363636364,0.203125,0.1875
"pineapple",0.155172413793103,0.133333333333333,0.0967741935483871,0.0476190476190477,0.0666666666666667,0.0793650793650794,0.132352941176471,0.107692307692308,0.15,0.344262295081967,0.181818181818182,0.152542372881356,0.184615384615385,0.303030303030303,0.19047619047619,0.230769230769231,0.215384615384615,0.383333333333333,0.266666666666667,0.584615384615385,0.630769230769231,0.590163934426229,0.387096774193548,0.181818181818182,0.260869565217391,0.761194029850746,0.629032258064516,0.875,0.140625,0.184615384615385,0.153846153846154,1,0.412698412698413,0.828125,0.828125,0.836065573770492
"popsicle",0.151515151515151,0.196969696969697,0.290322580645161,0.0806451612903226,0.169230769230769,0.227272727272727,0.149253731343284,0.171875,0.136363636363636,0.483870967741935,0.6,0.424242424242424,0.428571428571429,0.360655737704918,0.462686567164179,0.818181818181818,0.28125,0.484375,0.153846153846154,0.0454545454545454,0.03125,0.0615384615384615,0.0163934426229508,0.0327868852459017,0.0793650793650794,0.107692307692308,0.193548387096774,0.171875,0.787878787878788,0.676470588235294,0.646153846153846,0.412698412698413,1,0.296875,0.387096774193548,0.5
"raspberry",0.0923076923076923,0.0952380952380952,0.107692307692308,0.0461538461538461,0.0634920634920635,0.0606060606060606,0.142857142857143,0.046875,0.109375,0.296875,0.25,0.15625,0.158730158730159,0.492063492063492,0.140625,0.283582089552239,0.25,0.666666666666667,0.359375,0.593220338983051,0.5,0.546875,0.4,0.174603174603175,0.140625,0.555555555555556,0.709677419354839,0.91044776119403,0.203125,0.261538461538461,0.363636363636364,0.828125,0.296875,1,0.968253968253968,0.772727272727273
"strawberry",0.0677966101694916,0.0655737704918032,0.0615384615384615,0.0333333333333333,0.0158730158730159,0.106060606060606,0.0615384615384615,0.0454545454545454,0.123076923076923,0.409090909090909,0.21875,0.126984126984127,0.161290322580645,0.476923076923077,0.213114754098361,0.318181818181818,0.230769230769231,0.5,0.26984126984127,0.584615384615385,0.454545454545455,0.523809523809524,0.380952380952381,0.171875,0.114754098360656,0.578125,0.848484848484849,0.863636363636364,0.358208955223881,0.174603174603175,0.203125,0.828125,0.387096774193548,0.968253968253968,1,0.854838709677419
"watermelon",0.0476190476190477,0.0645161290322581,0.121212121212121,0.0923076923076923,0.078125,0.112903225806452,0.15625,0.123076923076923,0.112903225806452,0.358208955223881,0.0769230769230769,0.078125,0.0634920634920635,0.311475409836066,0.186440677966102,0.206349206349206,0.158730158730159,0.317460317460317,0.359375,0.629032258064516,0.546875,0.415384615384615,0.384615384615385,0.121212121212121,0.238805970149254,0.59375,0.709677419354839,0.815384615384615,0.206349206349206,0.222222222222222,0.1875,0.836065573770492,0.5,0.772727272727273,0.854838709677419,1
