"","bacon","chips","french_fries","fried_chicken","grilled_cheese","hot_dog","mac_and_cheese","onion_ring","sausage","cake","chocolate_candy","cinnamon_roll","cookie","crepe","doughnut","ice_cream","muffin","pie","bean","broccoli","cauliflower","mushroom","potato","rice","soup","squash","tomato","apple","candy_cane","gummy_bear","jelly_bean","pineapple","popsicle","raspberry","strawberry","watermelon"
"chocolate_candy",0.376688846833442,0.373963015671429,0.446708496253235,0.349167820265595,0.353939650471055,0.454286534227246,0.315763013936892,0.31936934307687,0.30094240550898,0.383185443274246,1,0.321442161796114,0.294572537105421,0.366619250821181,0.368023388661316,0.421084513787745,0.280243000369456,0.385249231192756,0.280088694843308,0.1274029403668,0.208881461462272,0.367447576047384,0.283807542660353,0.262907319158723,0.265173239562879,0.384394214251262,0.363727424096786,0.400431844450535,0.396730559352597,0.326839923579139,0.319559902388109,0.358240677201096,0.465829920709995,0.281656777121876,0.394038410842925,0.23997283314421
"cinnamon_roll",0.497357526985615,0.549252695004984,0.598123811430949,0.427870484456756,0.539367425486332,0.454369024025736,0.639743904768959,0.582366734473159,0.549006244857303,0.535570225925036,0.321442161796114,1,0.632667539469522,0.539264989501163,0.544436843813607,0.394458021012317,0.51674762484506,0.640977208645898,0.474405920989191,0.185831263136736,0.360935812223575,0.538062507827157,0.528106941346277,0.58521778102491,0.531479179355305,0.396686700152019,0.370084660210204,0.445001214769358,0.142599836000909,0.387189410633796,0.360865373987207,0.572172143382242,0.244243907328026,0.441933349440021,0.439006258001302,0.349600526438971
"cookie",0.450236991440648,0.651231478484119,0.564366140847625,0.520745343031171,0.537104573223893,0.396148895658841,0.613462818047426,0.614256485534263,0.42359458017553,0.565068400376314,0.294572537105421,0.632667539469522,1,0.542770554019586,0.54966172162816,0.496663674802974,0.579975369257725,0.606850767746712,0.545756914235262,0.331930194588573,0.604850187304197,0.591913484882762,0.615599662524215,0.64920145756525,0.508282663149119,0.42380162917785,0.363012399931343,0.485855288488033,0.115577463134711,0.401269544188629,0.371085726020717,0.554659583858579,0.247115967448925,0.581064324614578,0.465706998603121,0.375120787980162
"crepe",0.565850392166765,0.541849310466335,0.55768814230592,0.539311024457941,0.575052021554365,0.484425129438633,0.552199502389421,0.578088059590698,0.467349549446309,0.573014457834369,0.366619250821181,0.539264989501163,0.542770554019586,1,0.536583723133103,0.42647499869808,0.510262873881301,0.55651610067313,0.482064815756367,0.250733501032436,0.439186420251595,0.511646595481334,0.595672872537161,0.500724866738683,0.534527355528421,0.522925040051403,0.379755056795873,0.448093957032055,0.174065667155498,0.357882884194548,0.41816855598206,0.517015375892552,0.37202058060055,0.469130628244725,0.469436784605009,0.475103225432992
"doughnut",0.531690853711437,0.449556446685315,0.484449484796437,0.498057740180168,0.515143507151997,0.477005357807382,0.5123257950682,0.479377175162408,0.500049702627825,0.502697495774232,0.368023388661316,0.544436843813607,0.54966172162816,0.536583723133103,1,0.424675870099372,0.528396351402259,0.561349407783619,0.523659816206823,0.293092985627183,0.432118997860199,0.410438315505144,0.501580100855414,0.585397897375099,0.519707805942521,0.440427056571214,0.519526692563954,0.462286623975669,0.256810700845758,0.532572076698476,0.484343765370301,0.514895006512123,0.41149361084306,0.627991059893818,0.548517553196511,0.525625076946074
"ice_cream",0.403592908745849,0.47951315829949,0.465064845161241,0.41015872660448,0.362999238597518,0.401189004195844,0.441240775838056,0.374329461598619,0.259931044853198,0.463989833065716,0.421084513787745,0.394458021012317,0.496663674802974,0.42647499869808,0.424675870099372,1,0.456990350886879,0.396493270211969,0.343596249398003,0.330322430001762,0.474220082865326,0.365623288361362,0.397084583440971,0.487960569828453,0.341708034509847,0.381776457708233,0.410627822115121,0.444885664322895,0.374248447561342,0.355467239760712,0.27258002792418,0.410006031597192,0.434357839951253,0.412589511585035,0.367699618281011,0.253950266961266
"muffin",0.4905989303194,0.515040657308986,0.506291248229726,0.557635613072856,0.538447320117583,0.426150306761975,0.557877913629779,0.492287923819198,0.438929472359792,0.548150109914585,0.280243000369456,0.51674762484506,0.579975369257725,0.510262873881301,0.528396351402259,0.456990350886879,1,0.579395658727046,0.47629764917202,0.2748019423818,0.477450934641825,0.428110367377623,0.531531095832685,0.587233411258543,0.477276941484293,0.431666601606678,0.360542436727236,0.3810043691017,0.118483583499319,0.330705538802747,0.327451162542579,0.499717344930022,0.267601201025478,0.503671530697788,0.44642430453166,0.386168697553591
"pie",0.56379700336409,0.584984387177953,0.701310215226048,0.624061548287477,0.627351440153755,0.54956735150606,0.671398201588932,0.598354211719641,0.536347763861505,0.603427913948005,0.385249231192756,0.640977208645898,0.606850767746712,0.55651610067313,0.561349407783619,0.396493270211969,0.579395658727046,1,0.645372413815639,0.230030301745447,0.466475152810403,0.52973407760956,0.544641424545669,0.667036257681444,0.59642418784662,0.49258491906185,0.380516863342761,0.408001145080825,0.141786391457384,0.434981541111197,0.381184437856174,0.557715965499685,0.342431655536491,0.488335037921643,0.5584624843457,0.471604003496841
"bean",0.511132650115511,0.445864881322387,0.552726365997773,0.493413087863545,0.496665367125907,0.464916851746521,0.658391346594349,0.530678879441734,0.460284909459145,0.444173717134253,0.280088694843308,0.474405920989191,0.545756914235262,0.482064815756367,0.523659816206823,0.343596249398003,0.47629764917202,0.645372413815639,1,0.254123482926587,0.510578941740861,0.512773242829727,0.516966857969322,0.57874051138561,0.672525884057525,0.493427757346043,0.421914609944112,0.459523443280757,0.109772892392183,0.439597686611663,0.459017154955077,0.48855706523382,0.301933472889474,0.443558769410019,0.580340526685266,0.492979599693203
"broccoli",0.291805601000151,0.259132470394305,0.26081143105999,0.27039401345632,0.226401150418897,0.174633215206741,0.336052670987243,0.260155820705843,0.115009924274313,0.287938693488637,0.1274029403668,0.185831263136736,0.331930194588573,0.250733501032436,0.293092985627183,0.330322430001762,0.2748019423818,0.230030301745447,0.254123482926587,1,0.452321687231493,0.209113987555091,0.293414968428007,0.434004887873634,0.264350466610507,0.328355428574984,0.255641145979633,0.304289985499738,0.265195586932464,0.358985633237727,0.326653634332977,0.301569850284617,0.245359749830838,0.366021126844658,0.274704740718201,0.258700661071536
"cauliflower",0.376530747748322,0.618192123766669,0.449633123846165,0.484057281180461,0.443153834950654,0.340158340562895,0.620251670059283,0.423134135627498,0.239710178582239,0.510734072500701,0.208881461462272,0.360935812223575,0.604850187304197,0.439186420251595,0.432118997860199,0.474220082865326,0.477450934641825,0.466475152810403,0.510578941740861,0.452321687231493,1,0.421145246656993,0.566815463982626,0.65619261431262,0.399038572312307,0.477222525078254,0.226858929831281,0.373704040032911,0.0655245510536767,0.347845815032861,0.309865775286464,0.468305717381149,0.250682399484806,0.475316464058351,0.344900597091689,0.353106384338647
"mushroom",0.402764123931886,0.607019977134151,0.582954405960506,0.400668195467297,0.360196468534184,0.375025381619842,0.581993085940758,0.610651211047097,0.392325616037611,0.438264399407543,0.367447576047384,0.538062507827157,0.591913484882762,0.511646595481334,0.410438315505144,0.365623288361362,0.428110367377623,0.52973407760956,0.512773242829727,0.209113987555091,0.421145246656993,1,0.623979382603572,0.459060992035685,0.489047457526022,0.434179389672683,0.311875993416215,0.391596338227778,0.112655245908959,0.321024482518309,0.438145224960538,0.494330448947981,0.216141434349145,0.372657479232053,0.384236272775616,0.270512980510697
"potato",0.471419615352721,0.667203684262131,0.589451737745176,0.516926206316755,0.484891704634407,0.419754496086229,0.616429958055542,0.642989247821123,0.462062242248686,0.503410228716414,0.283807542660353,0.528106941346277,0.615599662524215,0.595672872537161,0.501580100855414,0.397084583440971,0.531531095832685,0.544641424545669,0.516966857969322,0.293414968428007,0.566815463982626,0.623979382603572,1,0.542959231629259,0.50629962693137,0.546968509977129,0.415959691572351,0.471168656350586,0.0599866409695008,0.33556229092215,0.430450366657733,0.570627955923009,0.263389710901037,0.470619859057162,0.432118471156693,0.396024540481107
"rice",0.523936502213726,0.565101838020725,0.601219946179915,0.533039753091787,0.536919446933646,0.452941357779411,0.734564706581297,0.52356986247694,0.376724255886747,0.611923477062254,0.262907319158723,0.58521778102491,0.64920145756525,0.500724866738683,0.585397897375099,0.487960569828453,0.587233411258543,0.667036257681444,0.57874051138561,0.434004887873634,0.65619261431262,0.459060992035685,0.542959231629259,1,0.548784932432314,0.469409349743873,0.348288042191757,0.373677790260851,0.181666322017899,0.467514570624309,0.361489364321353,0.550192933294273,0.317808539076275,0.537420711545335,0.398994076141278,0.40684884727658
"soup",0.487165457880727,0.458753981448299,0.534040246477776,0.451810719485602,0.506223331619307,0.470001402338745,0.618535867268141,0.551230290043954,0.482601342072917,0.415921908186295,0.265173239562879,0.531479179355305,0.508282663149119,0.534527355528421,0.519707805942521,0.341708034509847,0.477276941484293,0.59642418784662,0.672525884057525,0.264350466610507,0.399038572312307,0.489047457526022,0.50629962693137,0.548784932432314,1,0.518197625230036,0.467729064237558,0.530406302276406,0.147515685986886,0.462681752647661,0.47547562622488,0.575284620909836,0.337041985631703,0.389997924435808,0.569313527309197,0.513660040409051
"squash",0.463603378807718,0.528401125974604,0.544095195313071,0.41782885221549,0.501693875705471,0.565891147093755,0.558536691128266,0.49977914329715,0.435278320623526,0.492810615297847,0.384394214251262,0.396686700152019,0.42380162917785,0.522925040051403,0.440427056571214,0.381776457708233,0.431666601606678,0.49258491906185,0.493427757346043,0.328355428574984,0.477222525078254,0.434179389672683,0.546968509977129,0.469409349743873,0.518197625230036,1,0.475459102913294,0.481542320192214,0.254367138257469,0.346910756141601,0.494743226165711,0.571556251609729,0.451189642169013,0.330238795209034,0.458172740794443,0.478200888790694
"tomato",0.414460013366703,0.325630526328289,0.392839041562784,0.261308428198299,0.321678099690999,0.384861549826467,0.364766148353856,0.392304832565109,0.406687705840845,0.367401569470867,0.363727424096786,0.370084660210204,0.363012399931343,0.379755056795873,0.519526692563954,0.410627822115121,0.360542436727236,0.380516863342761,0.421914609944112,0.255641145979633,0.226858929831281,0.311875993416215,0.415959691572351,0.348288042191757,0.467729064237558,0.475459102913294,1,0.626352188888213,0.432527279746885,0.529249120060285,0.562054717397376,0.513545094528842,0.521209825329067,0.564384034830263,0.604716580845502,0.518578802204314
"apple",0.382819862205853,0.387332488189577,0.488525380341858,0.30580321593468,0.410114550024243,0.443699175808775,0.493083886715852,0.389200456794522,0.386755862424042,0.457167762444117,0.400431844450535,0.445001214769358,0.485855288488033,0.448093957032055,0.462286623975669,0.444885664322895,0.3810043691017,0.408001145080825,0.459523443280757,0.304289985499738,0.373704040032911,0.391596338227778,0.471168656350586,0.373677790260851,0.530406302276406,0.481542320192214,0.626352188888213,1,0.364792527354703,0.486346555959605,0.495512513153789,0.557820241967168,0.473150690662918,0.521577788693409,0.607025934336283,0.490415562534666
"candy_cane",0.270242498856967,0.115320487678271,0.239614554592012,0.109607669143794,0.191230598775621,0.347745202981376,0.169377872341189,0.0322433717315348,0.0899611994666636,0.319051796305982,0.396730559352597,0.142599836000909,0.115577463134711,0.174065667155498,0.256810700845758,0.374248447561342,0.118483583499319,0.141786391457384,0.109772892392183,0.265195586932464,0.0655245510536767,0.112655245908959,0.0599866409695008,0.181666322017899,0.147515685986886,0.254367138257469,0.432527279746885,0.364792527354703,1,0.413580315660515,0.323581156225055,0.289176009685064,0.49115070118262,0.27806834158489,0.303905121194396,0.213482178824373
"gummy_bear",0.487295308879515,0.335632179824973,0.406550788287634,0.33368579101481,0.361535719943121,0.321370928835165,0.472577564833866,0.318728519565042,0.308864251273747,0.438920372739262,0.326839923579139,0.387189410633796,0.401269544188629,0.357882884194548,0.532572076698476,0.355467239760712,0.330705538802747,0.434981541111197,0.439597686611663,0.358985633237727,0.347845815032861,0.321024482518309,0.33556229092215,0.467514570624309,0.462681752647661,0.346910756141601,0.529249120060285,0.486346555959605,0.413580315660515,1,0.592849024402013,0.488297211350058,0.462961808799276,0.548290286997311,0.565110307774298,0.420302989172916
"jelly_bean",0.472242945980118,0.339621457457744,0.460762126201438,0.287956553779345,0.361965643407598,0.365723224859792,0.473108897662627,0.42548754438499,0.350602384274652,0.411321363085217,0.319559902388109,0.360865373987207,0.371085726020717,0.41816855598206,0.484343765370301,0.27258002792418,0.327451162542579,0.381184437856174,0.459017154955077,0.326653634332977,0.309865775286464,0.438145224960538,0.430450366657733,0.361489364321353,0.47547562622488,0.494743226165711,0.562054717397376,0.495512513153789,0.323581156225055,0.592849024402013,1,0.55814372239978,0.464574639310401,0.518954463612322,0.555959903394944,0.436613660901721
"pineapple",0.44982786517254,0.594602467503253,0.64013193835306,0.384115367123109,0.500117480632196,0.480872730655047,0.69066606006028,0.53510638558135,0.474004016904101,0.5450448941234,0.358240677201096,0.572172143382242,0.554659583858579,0.517015375892552,0.514895006512123,0.410006031597192,0.499717344930022,0.557715965499685,0.48855706523382,0.301569850284617,0.468305717381149,0.494330448947981,0.570627955923009,0.550192933294273,0.575284620909836,0.571556251609729,0.513545094528842,0.557820241967168,0.289176009685064,0.488297211350058,0.55814372239978,1,0.364709796310927,0.435439365862385,0.507012938357892,0.469095095458839
"popsicle",0.403862483309764,0.237446556671891,0.439502762717466,0.24638595054249,0.333976104028369,0.478376490596463,0.363477816952311,0.274062163472004,0.279385565293363,0.381721443270557,0.465829920709995,0.244243907328026,0.247115967448925,0.37202058060055,0.41149361084306,0.434357839951253,0.267601201025478,0.342431655536491,0.301933472889474,0.245359749830838,0.250682399484806,0.216141434349145,0.263389710901037,0.317808539076275,0.337041985631703,0.451189642169013,0.521209825329067,0.473150690662918,0.49115070118262,0.462961808799276,0.464574639310401,0.364709796310927,1,0.413048445391422,0.479801715676267,0.449570734585965
"raspberry",0.513491585972117,0.39845961899846,0.431069463877281,0.463178604408785,0.395465163649209,0.315378637212726,0.464297015748767,0.430362601678919,0.344878459399124,0.5477096073105,0.281656777121876,0.441933349440021,0.581064324614578,0.469130628244725,0.627991059893818,0.412589511585035,0.503671530697788,0.488335037921643,0.443558769410019,0.366021126844658,0.475316464058351,0.372657479232053,0.470619859057162,0.537420711545335,0.389997924435808,0.330238795209034,0.564384034830263,0.521577788693409,0.27806834158489,0.548290286997311,0.518954463612322,0.435439365862385,0.413048445391422,1,0.594668974232083,0.475335046263028
"strawberry",0.552872158197587,0.38048222947611,0.502480375501626,0.478010421670114,0.512910543734968,0.458610620723003,0.466800774127504,0.454204026634727,0.486319628185584,0.45377671999946,0.394038410842925,0.439006258001302,0.465706998603121,0.469436784605009,0.548517553196511,0.367699618281011,0.44642430453166,0.5584624843457,0.580340526685266,0.274704740718201,0.344900597091689,0.384236272775616,0.432118471156693,0.398994076141278,0.569313527309197,0.458172740794443,0.604716580845502,0.607025934336283,0.303905121194396,0.565110307774298,0.555959903394944,0.507012938357892,0.479801715676267,0.594668974232083,1,0.575188623378392
"watermelon",0.455241396531873,0.302784758547638,0.387983914995051,0.335631595202279,0.459270687241155,0.465237970155168,0.430189130454431,0.402487233263023,0.451422305696333,0.417918192503667,0.23997283314421,0.349600526438971,0.375120787980162,0.475103225432992,0.525625076946074,0.253950266961266,0.386168697553591,0.471604003496841,0.492979599693203,0.258700661071536,0.353106384338647,0.270512980510697,0.396024540481107,0.40684884727658,0.513660040409051,0.478200888790694,0.518578802204314,0.490415562534666,0.213482178824373,0.420302989172916,0.436613660901721,0.469095095458839,0.449570734585965,0.475335046263028,0.575188623378392,1
